Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,placeholder
1.0894913881112154,-2.8537853224143284,2.553691476421082,-6.817059015529066,0.0,2.5102485296467947,1.0,2.0,1.0230818772086276,4.962877325984344,4.1028096620808,-0.7430931918159112,0.0,1.635994494871924,1.0,4.0,1.220135839536872,5.779806307840928,7.58554896033652,8.824495770475183,0.0,-1.0447919555173502,1.0,2.0,-1.0833179011501908,0.5301849204613537,4.009056032601441,-0.44232150665394876,0.0,-7.252872201523754,1.0,4.0,0.5366586318457346,0.41259063384549777,5.2001554578921585,7.9932751945095255,-0.0,-8.111697175157458,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.3631251078499997,-7.97299473604672,5.155478463025701,5.893962720575134,0.0,4.285357776857768,1.0,4.0,-0.7288665851487054,-1.352946208286473,2.965827426848658,-4.430447892227258,0.0,-9.939708822045821,1.0,1.0,0.2691780420465909,-0.14441996819528236,4.446587176125511,6.417069193961948,0.0,-9.440822954955895,0.0,1.0,0.16382196472585042,-2.6793814553232664,4.67425116445497,-2.5132296278982147,-0.0,-5.9196277154566035,1.0,5.0,1.4561019796084984,-5.128859048285585,4.529988487233221,-6.62053642898953,-0.0,-8.985552786801565,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.4939114176766325,-8.538536256654544,4.469765977406993,-6.072417060373267,0.0,8.728561257300116,1.0,2.0,-0.5977293143279493,-5.8826146661318095,4.7726554051690115,9.038433954491412,-0.0,7.965935633014625,1.0,1.0,0.2602165036362529,-5.5316001679500975,5.950520347624182,-8.161250394668302,0.0,-5.931961486066221,0.0,1.0,0.870819935349419,-1.1992561127578505,2.8131578881293207,7.260632920346164,0.0,-0.30387981350040283,0.0,4.0,1.1947561901933872,-0.8891366621492156,4.883338832774142,-6.256319870391119,0.0,-1.0888647780563643,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.8526491334613309,5.383435369220422,3.165008107271301,-5.427566066717411,0.0,-3.8072220115761435,0.0,1.0,0.2266348340016891,3.5954881815619077,6.656428009036061,-7.255639461586913,-0.0,4.32301898173572,1.0,3.0,-1.3466587874009694,0.8316950632163747,5.364464972480613,3.1723799171268308,0.0,6.7091564834668365,0.0,5.0,-0.37967426468302584,1.5073380180288907,5.6234831371035785,-6.953804783263237,-0.0,7.088936704565554,0.0,2.0,-0.4438019578711419,-7.24971330924527,2.8500575951530456,9.320057492434938,0.0,6.411830609980848,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1270198229146308,-2.1115106898855167,4.9004228023129395,-6.820136159987287,0.0,-3.3826040125087675,1.0,1.0,-0.7619919191595682,1.9867360950150725,4.75491194002833,-3.915140008372058,0.0,-9.765559708985052,1.0,1.0,-0.46025296785975495,-5.001975291947724,5.602855665902471,-0.8120144331360635,-0.0,-9.572123952184812,1.0,1.0,0.358266961800917,-2.0145823852752947,4.649704424532839,2.2779101110162214,0.0,-4.119408278151906,0.0,4.0,0.08395095685517703,-1.7649069710052614,4.206898216741529,-1.4363655219352167,0.0,1.1223956706311977,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.19251632237260258,13.669325865899305,4.757078749541508,8.0349756328628,0.0,3.1845766131752606,0.0,3.0,-0.42721088135070956,-0.7094753510030647,3.1509120815952176,9.33007148604323,0.0,0.4263617096001182,1.0,1.0,1.5708372161201665,-4.0719923159609985,5.31555984424037,-4.012187697489575,0.0,-8.781584142901151,1.0,5.0,0.288831753208124,0.5610612933197385,6.2139141820936095,3.0666407058477074,-0.0,9.255866009977128,1.0,4.0,0.6706997140269255,1.1930748099141315,4.530786639085015,0.5668997684778465,-0.0,-9.886893675073917,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4410408524096808,8.310501186226627,6.4731508276156,2.0948611091752856,-0.0,3.0756103820991787,0.0,4.0,-0.9677627818758577,4.558572355418483,5.884581336562105,-3.8193395898174343,0.0,-3.22893879028769,0.0,1.0,0.11793201733635145,-5.384471355688936,3.5516819566623123,-0.019970417210684044,0.0,-9.605219487181763,0.0,3.0,-0.31089337661053923,-5.701901972292153,4.70790872104554,-9.316654092857185,0.0,-9.999805087678759,1.0,1.0,-2.1201421569340413,-11.329870466857566,4.485801182972878,0.2571480094971279,0.0,-7.874701047325077,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9411838253866365,1.4060327132980626,4.974388668109081,-0.7455907923474592,-0.0,-0.6336324213135192,1.0,3.0,0.48515270110348524,-8.478187829500117,7.089065348905652,3.9418108522930173,-0.0,8.081864447105103,1.0,4.0,-0.24075914351554295,5.522247274770525,5.06210697878769,9.313768611558471,0.0,-7.183339336514713,1.0,2.0,0.29116719536140717,7.675764426363881,4.497538654285656,-4.120828575155984,0.0,-1.8303913762558865,1.0,1.0,0.8827783216224235,1.9293345229885968,5.14560322095858,-5.545440542641657,-0.0,-1.798138335872681,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0226517471447611,-2.4582648549760715,5.225270471138925,-4.995922497218601,-0.0,-5.8954263641168625,0.0,3.0,0.05701459272734212,12.559273384935858,6.204587895191855,1.0546813822892487,-0.0,6.131912560774115,0.0,5.0,0.9111048112887414,5.036690424510066,4.412241815409265,-2.8716909703144977,-0.0,6.645408933016594,0.0,4.0,0.03634862241847826,-6.0876345371870215,5.565453251590784,-1.430109100865793,0.0,-0.3971831098444212,1.0,3.0,1.1557714395203247,-1.7119538538672818,4.741118285660871,-8.773926805779839,0.0,5.285741053513274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.6986085111278912,-3.8250968673599557,5.991663004200438,-5.982350839676316,0.0,9.778864812863208,0.0,5.0,0.5940408677279349,1.906931285027576,4.6942845033806675,2.7257157171544644,-0.0,-9.564117370638893,1.0,4.0,-0.9841013010385472,-3.103312718329128,6.082862221900629,7.933920808622618,0.0,-1.60173424118079,0.0,5.0,0.7465267967053189,2.5721211777821673,3.7662952058748855,8.404444517648313,0.0,0.979270998275088,0.0,2.0,-0.02173319267426725,-4.066417537884039,5.061795774990734,-1.1104553487061697,-0.0,-9.206879536991227,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
